,Date,IN,Brighton Business School,Brighton and Sussex Medical School,IDS,Institute of Development Studies,International School - non deg,Library,Partner Colleges,Psychology,School of Applied Social Science,School of Architecture & Design,School of Art,School of Business and Management,School of Computing,School of Education and Social,School of Engineering and Informative,School of English,School of Environment and Technology,School of Global Studies,School of Health Sciences,School of History,School of History and Art History,School of Humanities,School of Law,"School of Law, Politics and Social",School of Life Sciences,School of Mathematical and Physics,"School of Media, Film and Music",School of Pharmacy and Bio Sci,School of Psychology,School of Sport and Service Management,Undergraduate,University of Brighton,other_school,Term_dates
178,2018-06-29,814.0,0.0,28.0,26.0,1.0,113.0,2.0,41.0,30.0,0.0,0.0,0.0,140.0,0.0,31.0,33.0,65.0,0.0,59.0,0.0,0.0,27.0,5.0,0.0,40.0,17.0,25.0,28.0,0.0,0.0,0.0,0.0,0.0,103.0,Summer vacation
179,2018-06-30,290.0,0.0,4.0,5.0,0.0,63.0,0.0,28.0,0.0,0.0,0.0,0.0,44.0,0.0,4.0,13.0,33.0,0.0,22.0,0.0,0.0,4.0,3.0,0.0,9.0,2.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,39.0,Summer vacation
180,2018-07-01,410.0,0.0,6.0,10.0,0.0,132.0,0.0,21.0,4.0,0.0,0.0,0.0,59.0,0.0,6.0,10.0,58.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,18.0,9.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,43.0,Summer vacation
181,2018-07-02,900.0,0.0,4.0,23.0,0.0,188.0,2.0,58.0,26.0,2.0,0.0,0.0,105.0,0.0,24.0,32.0,69.0,0.0,77.0,0.0,0.0,31.0,0.0,0.0,61.0,23.0,19.0,32.0,1.0,0.0,0.0,0.0,0.0,123.0,Summer vacation
182,2018-07-03,1025.0,0.0,19.0,28.0,0.0,198.0,2.0,60.0,38.0,0.0,0.0,0.0,132.0,0.0,26.0,30.0,79.0,0.0,71.0,0.0,0.0,26.0,5.0,0.0,66.0,37.0,27.0,44.0,0.0,0.0,0.0,2.0,0.0,135.0,Summer vacation
183,2018-07-04,1012.0,0.0,3.0,19.0,0.0,223.0,0.0,52.0,27.0,0.0,0.0,0.0,120.0,0.0,23.0,15.0,77.0,0.0,71.0,0.0,0.0,45.0,0.0,0.0,73.0,43.0,28.0,37.0,0.0,0.0,0.0,2.0,0.0,154.0,Summer vacation
184,2018-07-05,985.0,3.0,13.0,32.0,0.0,230.0,0.0,68.0,22.0,0.0,0.0,0.0,118.0,0.0,26.0,16.0,69.0,0.0,117.0,0.0,0.0,23.0,2.0,0.0,58.0,30.0,21.0,38.0,0.0,0.0,0.0,0.0,0.0,99.0,Summer vacation
185,2018-07-06,582.0,0.0,2.0,17.0,0.0,20.0,0.0,43.0,9.0,0.0,0.0,0.0,94.0,0.0,15.0,12.0,61.0,0.0,70.0,0.0,0.0,18.0,0.0,0.0,59.0,18.0,20.0,26.0,0.0,0.0,0.0,0.0,0.0,98.0,Summer vacation
186,2018-07-07,187.0,0.0,1.0,13.0,0.0,12.0,0.0,21.0,1.0,0.0,0.0,0.0,26.0,0.0,6.0,4.0,21.0,0.0,11.0,0.0,0.0,3.0,0.0,0.0,13.0,9.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,28.0,Summer vacation
187,2018-07-08,329.0,2.0,2.0,13.0,0.0,59.0,0.0,42.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0,7.0,65.0,0.0,24.0,0.0,0.0,6.0,1.0,0.0,13.0,3.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,47.0,Summer vacation
188,2018-07-09,1065.0,3.0,0.0,38.0,0.0,138.0,0.0,103.0,16.0,0.0,0.0,0.0,129.0,0.0,28.0,37.0,74.0,0.0,86.0,3.0,0.0,26.0,1.0,0.0,53.0,53.0,38.0,64.0,0.0,0.0,0.0,0.0,4.0,171.0,Summer vacation
189,2018-07-10,1048.0,0.0,5.0,27.0,0.0,170.0,0.0,116.0,25.0,0.0,0.0,3.0,141.0,0.0,21.0,29.0,79.0,0.0,97.0,0.0,0.0,45.0,0.0,0.0,54.0,30.0,18.0,54.0,0.0,0.0,0.0,0.0,0.0,134.0,Summer vacation
190,2018-07-11,880.0,0.0,4.0,32.0,0.0,154.0,0.0,74.0,21.0,0.0,0.0,0.0,97.0,0.0,26.0,12.0,70.0,1.0,69.0,0.0,0.0,30.0,1.0,0.0,42.0,14.0,19.0,46.0,2.0,0.0,0.0,0.0,0.0,166.0,Summer vacation
191,2018-07-12,800.0,0.0,2.0,28.0,0.0,129.0,0.0,60.0,20.0,0.0,0.0,1.0,88.0,0.0,13.0,31.0,54.0,0.0,90.0,0.0,0.0,19.0,1.0,0.0,49.0,24.0,23.0,32.0,0.0,0.0,0.0,1.0,0.0,135.0,Summer vacation
192,2018-07-13,798.0,0.0,2.0,27.0,0.0,58.0,0.0,56.0,24.0,0.0,0.0,0.0,135.0,0.0,30.0,27.0,55.0,0.0,93.0,0.0,0.0,19.0,1.0,0.0,64.0,20.0,25.0,52.0,0.0,0.0,0.0,0.0,0.0,110.0,Summer vacation
193,2018-07-14,267.0,0.0,4.0,4.0,0.0,65.0,0.0,7.0,11.0,0.0,0.0,0.0,30.0,0.0,2.0,9.0,25.0,0.0,30.0,0.0,0.0,4.0,0.0,0.0,11.0,6.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,40.0,Summer vacation
194,2018-07-15,332.0,0.0,0.0,3.0,0.0,60.0,0.0,8.0,2.0,0.0,0.0,0.0,35.0,0.0,5.0,4.0,95.0,0.0,20.0,0.0,0.0,5.0,0.0,0.0,10.0,2.0,16.0,19.0,0.0,0.0,0.0,0.0,0.0,48.0,Summer vacation
195,2018-07-16,1056.0,0.0,4.0,40.0,0.0,180.0,1.0,48.0,34.0,0.0,4.0,0.0,141.0,0.0,24.0,25.0,92.0,0.0,113.0,0.0,0.0,35.0,2.0,0.0,63.0,31.0,27.0,46.0,1.0,0.0,0.0,0.0,0.0,145.0,Summer vacation
196,2018-07-17,1126.0,0.0,3.0,47.0,0.0,167.0,4.0,60.0,24.0,1.0,0.0,0.0,157.0,0.0,25.0,29.0,133.0,0.0,109.0,0.0,0.0,27.0,0.0,0.0,84.0,19.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,167.0,Summer vacation
197,2018-07-18,1178.0,0.0,1.0,49.0,0.0,266.0,1.0,51.0,27.0,0.0,0.0,0.0,143.0,0.0,21.0,15.0,101.0,0.0,94.0,0.0,0.0,18.0,9.0,0.0,82.0,26.0,30.0,62.0,6.0,0.0,0.0,0.0,0.0,176.0,Summer vacation
198,2018-07-19,1029.0,0.0,3.0,33.0,0.0,90.0,0.0,44.0,20.0,0.0,0.0,0.0,142.0,1.0,23.0,34.0,135.0,0.0,146.0,0.0,0.0,23.0,3.0,0.0,65.0,30.0,39.0,45.0,0.0,0.0,0.0,0.0,0.0,153.0,Summer vacation
199,2018-07-20,852.0,0.0,2.0,36.0,0.0,13.0,1.0,43.0,19.0,1.0,0.0,0.0,163.0,1.0,28.0,26.0,153.0,0.0,103.0,0.0,0.0,23.0,4.0,0.0,52.0,14.0,28.0,29.0,0.0,0.0,0.0,0.0,0.0,113.0,Summer vacation
200,2018-07-21,363.0,0.0,7.0,10.0,0.0,4.0,0.0,19.0,8.0,0.0,0.0,0.0,50.0,0.0,4.0,7.0,95.0,0.0,34.0,0.0,0.0,16.0,0.0,0.0,16.0,8.0,24.0,22.0,0.0,0.0,0.0,0.0,0.0,39.0,Summer vacation
201,2018-07-22,481.0,4.0,5.0,12.0,0.0,3.0,0.0,21.0,7.0,0.0,2.0,0.0,63.0,0.0,5.0,9.0,194.0,0.0,31.0,0.0,0.0,7.0,0.0,0.0,17.0,5.0,23.0,19.0,0.0,0.0,0.0,0.0,0.0,54.0,Summer vacation
202,2018-07-23,1460.0,0.0,4.0,45.0,0.0,15.0,0.0,102.0,50.0,0.0,0.0,0.0,180.0,0.0,27.0,27.0,499.0,0.0,146.0,0.0,0.0,30.0,11.0,0.0,59.0,29.0,36.0,44.0,0.0,0.0,0.0,0.0,0.0,156.0,Summer graduation
203,2018-07-24,1309.0,0.0,3.0,58.0,0.0,67.0,1.0,63.0,32.0,0.0,0.0,0.0,149.0,0.0,17.0,27.0,319.0,0.0,151.0,0.0,0.0,43.0,4.0,0.0,61.0,26.0,38.0,53.0,0.0,0.0,0.0,0.0,0.0,197.0,Summer graduation
204,2018-07-25,1253.0,0.0,7.0,36.0,0.0,142.0,0.0,71.0,19.0,0.0,0.0,0.0,183.0,0.0,27.0,28.0,195.0,0.0,119.0,0.0,0.0,44.0,3.0,0.0,36.0,23.0,34.0,52.0,3.0,0.0,0.0,0.0,0.0,231.0,Summer graduation
205,2018-07-26,1181.0,1.0,9.0,47.0,1.0,88.0,1.0,72.0,22.0,0.0,0.0,0.0,149.0,0.0,24.0,37.0,291.0,0.0,109.0,0.0,0.0,21.0,4.0,0.0,61.0,19.0,31.0,56.0,0.0,0.0,0.0,0.0,0.0,138.0,Summer graduation
206,2018-07-27,908.0,0.0,8.0,37.0,0.0,25.0,1.0,73.0,23.0,0.0,0.0,0.0,136.0,3.0,27.0,29.0,139.0,0.0,110.0,0.0,0.0,14.0,0.0,0.0,60.0,27.0,32.0,34.0,0.0,0.0,0.0,0.0,0.0,130.0,Summer graduation
207,2018-07-28,332.0,2.0,1.0,15.0,0.0,13.0,0.0,14.0,4.0,0.0,0.0,0.0,73.0,1.0,6.0,6.0,32.0,0.0,40.0,0.0,0.0,6.0,0.0,0.0,16.0,5.0,12.0,17.0,2.0,0.0,0.0,0.0,0.0,67.0,Summer vacation
208,2018-07-29,222.0,0.0,0.0,23.0,0.0,17.0,0.0,6.0,0.0,0.0,1.0,0.0,19.0,0.0,5.0,4.0,22.0,0.0,31.0,0.0,0.0,4.0,1.0,0.0,16.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,60.0,Summer vacation
209,2018-07-30,1196.0,0.0,6.0,34.0,0.0,162.0,2.0,92.0,23.0,0.0,0.0,0.0,196.0,1.0,39.0,29.0,102.0,0.0,111.0,0.0,0.0,48.0,7.0,0.0,74.0,23.0,62.0,67.0,0.0,0.0,0.0,0.0,0.0,118.0,Summer vacation
210,2018-07-31,1370.0,0.0,10.0,48.0,0.0,146.0,1.0,48.0,24.0,0.0,0.0,0.0,249.0,0.0,52.0,38.0,165.0,0.0,143.0,0.0,0.0,36.0,8.0,0.0,59.0,21.0,75.0,63.0,3.0,0.0,0.0,0.0,0.0,181.0,Summer vacation
211,2018-08-01,1349.0,1.0,10.0,46.0,0.0,167.0,1.0,55.0,24.0,0.0,0.0,0.0,209.0,1.0,39.0,23.0,155.0,0.0,156.0,0.0,0.0,45.0,5.0,0.0,76.0,30.0,64.0,52.0,6.0,0.0,0.0,0.0,0.0,184.0,Summer vacation
212,2018-08-02,1261.0,0.0,0.0,43.0,0.0,149.0,1.0,66.0,13.0,0.0,0.0,0.0,183.0,0.0,24.0,35.0,234.0,1.0,139.0,0.0,0.0,35.0,4.0,0.0,61.0,32.0,37.0,52.0,0.0,2.0,0.0,0.0,0.0,150.0,Summer vacation
213,2018-08-03,1174.0,0.0,6.0,53.0,0.0,12.0,1.0,56.0,36.0,0.0,0.0,0.0,211.0,0.0,20.0,39.0,213.0,3.0,107.0,0.0,0.0,43.0,6.0,0.0,58.0,36.0,63.0,53.0,5.0,0.0,0.0,0.0,0.0,153.0,Summer vacation
214,2018-08-04,267.0,0.0,3.0,8.0,0.0,11.0,0.0,31.0,0.0,0.0,0.0,0.0,52.0,0.0,1.0,8.0,81.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,7.0,5.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,30.0,Summer vacation
215,2018-08-05,524.0,0.0,4.0,17.0,0.0,26.0,0.0,58.0,6.0,0.0,0.0,0.0,71.0,0.0,21.0,9.0,166.0,2.0,14.0,0.0,0.0,14.0,0.0,0.0,10.0,14.0,15.0,15.0,7.0,0.0,0.0,0.0,0.0,55.0,Summer vacation
216,2018-08-06,1844.0,0.0,6.0,51.0,0.0,154.0,0.0,115.0,29.0,0.0,0.0,0.0,257.0,0.0,31.0,25.0,573.0,0.0,133.0,0.0,0.0,45.0,8.0,0.0,75.0,30.0,74.0,63.0,10.0,0.0,2.0,0.0,0.0,163.0,Summer vacation
217,2018-08-07,1816.0,0.0,6.0,47.0,0.0,151.0,2.0,138.0,27.0,0.0,2.0,0.0,255.0,0.0,43.0,35.0,500.0,2.0,153.0,0.0,0.0,36.0,10.0,0.0,111.0,41.0,63.0,50.0,7.0,0.0,1.0,0.0,0.0,136.0,Summer vacation
218,2018-08-08,1317.0,2.0,7.0,32.0,0.0,129.0,1.0,26.0,56.0,0.0,0.0,0.0,233.0,0.0,52.0,25.0,124.0,0.0,198.0,0.0,0.0,44.0,9.0,0.0,60.0,41.0,62.0,51.0,7.0,0.0,3.0,0.0,0.0,155.0,Summer vacation
219,2018-08-09,1359.0,4.0,15.0,28.0,0.0,121.0,4.0,9.0,65.0,0.0,0.0,0.0,205.0,0.0,47.0,20.0,282.0,0.0,160.0,0.0,0.0,25.0,7.0,0.0,82.0,25.0,47.0,45.0,9.0,0.0,0.0,0.0,0.0,159.0,Summer vacation
220,2018-08-10,984.0,0.0,1.0,41.0,0.0,40.0,0.0,9.0,12.0,0.0,0.0,0.0,176.0,0.0,34.0,40.0,129.0,0.0,150.0,5.0,0.0,43.0,9.0,0.0,83.0,33.0,15.0,42.0,3.0,0.0,0.0,0.0,0.0,119.0,Summer vacation
221,2018-08-11,425.0,0.0,3.0,26.0,0.0,41.0,0.0,3.0,12.0,0.0,0.0,0.0,83.0,0.0,24.0,5.0,21.0,0.0,56.0,0.0,0.0,12.0,0.0,0.0,28.0,8.0,24.0,19.0,7.0,0.0,0.0,0.0,0.0,53.0,Summer vacation
222,2018-08-12,485.0,0.0,1.0,20.0,0.0,50.0,0.0,6.0,6.0,0.0,0.0,0.0,87.0,1.0,17.0,17.0,60.0,0.0,61.0,2.0,0.0,4.0,0.0,0.0,22.0,3.0,21.0,24.0,14.0,0.0,0.0,0.0,0.0,69.0,Summer vacation
223,2018-08-13,1721.0,0.0,9.0,62.0,0.0,177.0,0.0,9.0,18.0,0.0,0.0,0.0,263.0,0.0,33.0,45.0,495.0,2.0,139.0,0.0,0.0,46.0,8.0,0.0,82.0,43.0,53.0,76.0,19.0,0.0,0.0,0.0,1.0,141.0,Summer vacation
224,2018-08-14,1740.0,0.0,6.0,76.0,0.0,153.0,0.0,17.0,23.0,0.0,0.0,0.0,235.0,0.0,35.0,32.0,475.0,0.0,200.0,0.0,0.0,46.0,10.0,0.0,88.0,34.0,68.0,79.0,11.0,0.0,0.0,0.0,0.0,152.0,Summer vacation
225,2018-08-15,1538.0,6.0,14.0,60.0,2.0,262.0,0.0,15.0,29.0,0.0,0.0,0.0,249.0,0.0,31.0,27.0,169.0,3.0,186.0,3.0,0.0,30.0,13.0,0.0,86.0,57.0,41.0,79.0,10.0,0.0,0.0,0.0,1.0,165.0,Summer vacation
226,2018-08-16,1372.0,0.0,17.0,52.0,0.0,74.0,1.0,13.0,25.0,0.0,0.0,0.0,182.0,4.0,45.0,29.0,265.0,0.0,197.0,0.0,0.0,47.0,10.0,0.0,119.0,50.0,35.0,65.0,13.0,0.0,0.0,0.0,0.0,129.0,Summer vacation
227,2018-08-17,1140.0,4.0,6.0,59.0,0.0,9.0,1.0,9.0,11.0,0.0,0.0,0.0,212.0,2.0,29.0,33.0,152.0,2.0,195.0,3.0,0.0,38.0,0.0,0.0,76.0,32.0,46.0,71.0,18.0,0.0,0.0,0.0,2.0,130.0,Summer vacation
228,2018-08-18,575.0,0.0,2.0,35.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,110.0,0.0,14.0,18.0,62.0,0.0,103.0,0.0,0.0,7.0,1.0,0.0,47.0,23.0,10.0,49.0,25.0,0.0,0.0,0.0,0.0,60.0,Summer vacation
229,2018-08-19,541.0,0.0,4.0,45.0,0.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,118.0,0.0,9.0,16.0,100.0,0.0,59.0,0.0,0.0,10.0,0.0,0.0,30.0,22.0,12.0,41.0,13.0,0.0,0.0,0.0,0.0,53.0,Summer vacation
230,2018-08-20,1519.0,0.0,3.0,106.0,0.0,1.0,1.0,26.0,22.0,0.0,0.0,0.0,233.0,1.0,57.0,77.0,190.0,0.0,277.0,0.0,0.0,48.0,6.0,0.0,91.0,65.0,45.0,99.0,31.0,0.0,0.0,0.0,0.0,140.0,Summer vacation assessment
231,2018-08-21,1318.0,0.0,1.0,84.0,0.0,0.0,1.0,30.0,19.0,0.0,0.0,0.0,206.0,2.0,15.0,59.0,183.0,0.0,218.0,0.0,0.0,46.0,0.0,0.0,97.0,49.0,37.0,87.0,27.0,0.0,1.0,0.0,0.0,156.0,Summer vacation assessment
232,2018-08-22,1516.0,0.0,7.0,69.0,0.0,0.0,1.0,30.0,30.0,0.0,0.0,0.0,265.0,3.0,59.0,55.0,228.0,0.0,216.0,0.0,0.0,63.0,7.0,0.0,81.0,68.0,62.0,93.0,27.0,0.0,0.0,0.0,0.0,152.0,Summer vacation assessment
233,2018-08-23,1416.0,0.0,9.0,77.0,0.0,0.0,0.0,15.0,31.0,0.0,0.0,0.0,288.0,7.0,17.0,37.0,244.0,0.0,246.0,0.0,0.0,51.0,0.0,0.0,79.0,44.0,40.0,80.0,33.0,0.0,0.0,0.0,0.0,118.0,Summer vacation assessment
234,2018-08-24,1158.0,1.0,8.0,58.0,0.0,0.0,0.0,12.0,16.0,0.0,0.0,0.0,267.0,0.0,16.0,33.0,158.0,0.0,204.0,0.0,0.0,33.0,0.0,0.0,76.0,49.0,40.0,68.0,2.0,0.0,0.0,0.0,0.0,117.0,Summer vacation assessment
235,2018-08-25,570.0,2.0,5.0,39.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,1.0,123.0,3.0,14.0,16.0,49.0,0.0,88.0,0.0,0.0,16.0,0.0,0.0,45.0,22.0,10.0,47.0,12.0,0.0,0.0,0.0,0.0,70.0,Summer vacation assessment
236,2018-08-26,439.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,69.0,3.0,4.0,11.0,60.0,3.0,57.0,0.0,0.0,6.0,0.0,0.0,29.0,24.0,15.0,52.0,20.0,0.0,0.0,0.0,0.0,62.0,Summer vacation assessment
237,2018-08-27,1699.0,13.0,11.0,140.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,5.0,416.0,15.0,19.0,69.0,179.0,27.0,284.0,1.0,0.0,36.0,0.0,0.0,110.0,52.0,28.0,114.0,28.0,0.0,0.0,0.0,0.0,141.0,Summer vacation assessment
238,2018-08-28,1633.0,0.0,4.0,109.0,0.0,0.0,0.0,7.0,30.0,0.0,0.0,1.0,362.0,3.0,39.0,81.0,202.0,31.0,222.0,3.0,0.0,58.0,0.0,0.0,89.0,81.0,34.0,101.0,11.0,0.0,0.0,0.0,0.0,165.0,Summer vacation assessment
239,2018-08-29,1472.0,0.0,3.0,73.0,1.0,1.0,1.0,4.0,14.0,0.0,0.0,0.0,242.0,0.0,45.0,76.0,343.0,1.0,190.0,0.0,0.0,34.0,8.0,0.0,66.0,55.0,46.0,91.0,0.0,0.0,0.0,0.0,0.0,178.0,Summer vacation assessment
240,2018-08-30,1089.0,0.0,5.0,42.0,0.0,0.0,1.0,11.0,13.0,0.0,0.0,0.0,276.0,0.0,33.0,44.0,112.0,0.0,101.0,0.0,0.0,49.0,2.0,0.0,81.0,59.0,41.0,100.0,4.0,1.0,0.0,0.0,0.0,114.0,Summer vacation assessment
241,2018-08-31,888.0,0.0,5.0,14.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,254.0,0.0,14.0,60.0,85.0,0.0,57.0,5.0,0.0,17.0,15.0,0.0,95.0,46.0,38.0,56.0,3.0,0.0,0.0,0.0,0.0,108.0,Summer vacation assessment
242,2018-09-01,447.0,0.0,4.0,6.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,172.0,0.0,7.0,25.0,54.0,0.0,25.0,0.0,0.0,14.0,6.0,0.0,27.0,6.0,6.0,28.0,5.0,0.0,0.0,0.0,0.0,50.0,Summer vacation assessment
243,2018-09-02,572.0,0.0,9.0,20.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,4.0,232.0,0.0,8.0,31.0,46.0,0.0,13.0,0.0,0.0,17.0,2.0,0.0,34.0,13.0,19.0,49.0,0.0,0.0,0.0,0.0,0.0,69.0,Summer vacation assessment
244,2018-09-03,1188.0,1.0,9.0,32.0,0.0,3.0,2.0,14.0,29.0,0.0,0.0,5.0,384.0,0.0,30.0,49.0,70.0,0.0,78.0,0.0,0.0,45.0,9.0,0.0,82.0,49.0,53.0,89.0,0.0,2.0,0.0,0.0,0.0,153.0,Summer vacation assessment
245,2018-09-04,833.0,0.0,3.0,17.0,0.0,0.0,1.0,8.0,13.0,0.0,0.0,0.0,229.0,0.0,23.0,84.0,64.0,0.0,46.0,0.0,0.0,35.0,9.0,0.0,57.0,47.0,59.0,33.0,0.0,0.0,0.0,0.0,0.0,105.0,Summer vacation assessment
246,2018-09-05,654.0,0.0,4.0,10.0,1.0,0.0,1.0,12.0,16.0,0.0,0.0,0.0,115.0,0.0,28.0,28.0,64.0,0.0,68.0,0.0,0.0,36.0,7.0,0.0,28.0,28.0,39.0,31.0,6.0,0.0,0.0,0.0,0.0,132.0,Summer vacation assessment
247,2018-09-06,731.0,2.0,5.0,11.0,0.0,0.0,1.0,16.0,14.0,0.0,0.0,0.0,116.0,0.0,45.0,52.0,61.0,0.0,34.0,0.0,0.0,33.0,0.0,0.0,57.0,36.0,39.0,24.0,0.0,0.0,0.0,0.0,0.0,185.0,Summer vacation assessment
248,2018-09-07,522.0,0.0,7.0,15.0,0.0,1.0,1.0,9.0,16.0,0.0,0.0,0.0,62.0,0.0,50.0,32.0,43.0,0.0,52.0,0.0,0.0,19.0,0.0,0.0,29.0,21.0,18.0,24.0,1.0,0.0,0.0,0.0,0.0,122.0,Summer vacation assessment
249,2018-09-08,105.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,10.0,0.0,6.0,3.0,15.0,0.0,10.0,0.0,0.0,7.0,1.0,0.0,5.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,Summer vacation
250,2018-09-09,134.0,1.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,8.0,0.0,11.0,6.0,19.0,0.0,13.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,41.0,Summer vacation
251,2018-09-10,607.0,0.0,4.0,9.0,0.0,0.0,1.0,29.0,22.0,0.0,0.0,0.0,39.0,0.0,60.0,12.0,83.0,0.0,52.0,0.0,0.0,31.0,0.0,0.0,31.0,27.0,21.0,36.0,0.0,0.0,0.0,0.0,0.0,150.0,Summer vacation
252,2018-09-11,579.0,3.0,0.0,11.0,0.0,0.0,2.0,10.0,4.0,0.0,0.0,0.0,50.0,0.0,55.0,27.0,73.0,0.0,49.0,0.0,0.0,46.0,0.0,0.0,25.0,27.0,25.0,17.0,1.0,0.0,0.0,0.0,0.0,154.0,Summer vacation
253,2018-09-12,526.0,0.0,1.0,17.0,0.0,0.0,1.0,6.0,7.0,0.0,0.0,0.0,42.0,0.0,51.0,15.0,55.0,1.0,65.0,0.0,0.0,35.0,6.0,0.0,27.0,31.0,20.0,18.0,0.0,0.0,0.0,0.0,0.0,128.0,Summer vacation
254,2018-09-13,557.0,0.0,4.0,8.0,0.0,0.0,0.0,33.0,9.0,0.0,0.0,0.0,26.0,0.0,66.0,14.0,36.0,0.0,57.0,0.0,0.0,35.0,9.0,0.0,33.0,18.0,23.0,37.0,0.0,0.0,0.0,0.0,0.0,149.0,Summer vacation
255,2018-09-14,478.0,0.0,1.0,6.0,0.0,0.0,0.0,26.0,9.0,0.0,0.0,0.0,36.0,0.0,55.0,8.0,34.0,0.0,55.0,3.0,0.0,27.0,0.0,0.0,37.0,23.0,25.0,24.0,0.0,0.0,0.0,0.0,0.0,109.0,Summer vacation
256,2018-09-15,199.0,0.0,4.0,8.0,0.0,0.0,1.0,14.0,1.0,0.0,0.0,0.0,18.0,0.0,4.0,9.0,12.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,15.0,11.0,27.0,5.0,4.0,0.0,0.0,0.0,0.0,36.0,Arrival Weekend
257,2018-09-16,567.0,0.0,18.0,8.0,0.0,0.0,0.0,9.0,18.0,0.0,0.0,0.0,29.0,0.0,7.0,9.0,32.0,0.0,24.0,0.0,0.0,18.0,0.0,0.0,27.0,32.0,30.0,13.0,5.0,0.0,0.0,0.0,0.0,288.0,Arrival Weekend
258,2018-09-17,1679.0,0.0,2.0,27.0,0.0,2.0,1.0,22.0,62.0,0.0,0.0,0.0,196.0,0.0,76.0,58.0,123.0,0.0,122.0,0.0,5.0,87.0,8.0,4.0,109.0,101.0,41.0,99.0,2.0,3.0,0.0,0.0,0.0,529.0,Arrival Weekend
259,2018-09-18,1825.0,0.0,15.0,84.0,13.0,3.0,0.0,31.0,89.0,0.0,0.0,0.0,213.0,0.0,136.0,81.0,115.0,0.0,190.0,0.0,6.0,89.0,13.0,22.0,156.0,161.0,68.0,72.0,0.0,5.0,0.0,0.0,0.0,263.0,Autumn term
260,2018-09-19,2163.0,0.0,10.0,50.0,14.0,1.0,1.0,43.0,97.0,0.0,0.0,0.0,282.0,0.0,141.0,101.0,157.0,0.0,218.0,0.0,8.0,114.0,8.0,20.0,174.0,132.0,97.0,135.0,1.0,6.0,0.0,0.0,0.0,353.0,Autumn term
261,2018-09-20,2365.0,2.0,22.0,43.0,13.0,1.0,3.0,86.0,116.0,0.0,0.0,0.0,304.0,0.0,149.0,62.0,160.0,1.0,346.0,1.0,8.0,152.0,7.0,10.0,164.0,152.0,103.0,208.0,2.0,9.0,0.0,0.0,0.0,241.0,Autumn term
262,2018-09-21,1822.0,1.0,42.0,68.0,4.0,0.0,1.0,65.0,116.0,0.0,0.0,0.0,234.0,0.0,95.0,58.0,116.0,0.0,287.0,0.0,0.0,99.0,9.0,6.0,131.0,113.0,73.0,119.0,1.0,5.0,0.0,0.0,0.0,179.0,Autumn term
263,2018-09-22,596.0,0.0,10.0,32.0,2.0,0.0,0.0,21.0,43.0,0.0,0.0,0.0,78.0,0.0,6.0,31.0,42.0,0.0,93.0,0.0,0.0,31.0,1.0,1.0,40.0,56.0,18.0,26.0,0.0,5.0,0.0,0.0,0.0,60.0,Autumn term
264,2018-09-23,865.0,1.0,22.0,13.0,1.0,0.0,0.0,36.0,50.0,0.0,0.0,0.0,128.0,0.0,26.0,39.0,70.0,0.0,118.0,1.0,0.0,42.0,0.0,2.0,90.0,75.0,36.0,46.0,0.0,0.0,0.0,0.0,0.0,69.0,Autumn term
265,2018-09-24,6278.0,0.0,101.0,106.0,2.0,0.0,1.0,125.0,359.0,0.0,0.0,2.0,1099.0,0.0,91.0,241.0,516.0,0.0,732.0,0.0,10.0,525.0,1.0,5.0,577.0,802.0,254.0,340.0,1.0,9.0,0.0,0.0,0.0,379.0,Autumn term
266,2018-09-25,6024.0,0.0,71.0,95.0,0.0,0.0,0.0,101.0,383.0,0.0,0.0,0.0,1062.0,0.0,115.0,345.0,454.0,0.0,749.0,0.0,9.0,417.0,9.0,14.0,745.0,554.0,258.0,363.0,1.0,4.0,0.0,2.0,0.0,273.0,Autumn term
